,city,year,party,BL,Anzahl Bewerber,darunter Frauen,Prozent Frauen
1823,Kaufungen,2016,SPD,HE,35,10.0,0.2857142857142857
1824,Kaufungen,2021,CDU,HE,6,3.0,0.5
1825,Kaufungen,2021,SPD,HE,14,4.0,0.2857142857142857
1826,Kefenrod,2011,CDU,HE,29,6.0,0.20689655172413793
1827,Kefenrod,2011,FDP,HE,10,3.0,0.3
1828,Kefenrod,2011,GRÜNE,HE,10,5.0,0.5
1829,Kefenrod,2011,SPD,HE,29,6.0,0.20689655172413793
1830,Kefenrod,2016,CDU,HE,36,12.0,0.3333333333333333
1831,Kefenrod,2016,GRÜNE,HE,15,6.0,0.4
1832,Kefenrod,2016,SPD,HE,22,10.0,0.45454545454545453
1833,Kefenrod,2021,GRÜNE,HE,12,7.0,0.5833333333333334
1834,Kefenrod,2021,SPD,HE,26,10.0,0.38461538461538464
1835,Kelkheim (Taunus),2011,CDU,HE,27,4.0,0.14814814814814814
1836,Kelkheim (Taunus),2011,SPD,HE,33,7.0,0.21212121212121213
1837,Kelkheim (Taunus),2016,CDU,HE,34,14.0,0.4117647058823529
1838,Kelkheim (Taunus),2016,FDP,HE,10,3.0,0.3
1839,Kelkheim (Taunus),2016,GRÜNE,HE,15,7.0,0.4666666666666667
1840,Kelkheim (Taunus),2016,SPD,HE,23,9.0,0.391304347826087
1841,Kelkheim (Taunus),2021,CDU,HE,34,11.0,0.3235294117647059
1842,Kelkheim (Taunus),2021,FDP,HE,12,4.0,0.3333333333333333
1843,Kelkheim (Taunus),2021,GRÜNE,HE,14,6.0,0.42857142857142855
1844,Kelkheim (Taunus),2021,SPD,HE,19,7.0,0.3684210526315789
1845,Kelsterbach,2011,CDU,HE,22,11.0,0.5
1846,Kelsterbach,2011,FDP,HE,11,2.0,0.18181818181818182
1847,Kelsterbach,2011,GRÜNE,HE,15,3.0,0.2
1848,Kelsterbach,2011,SPD,HE,38,17.0,0.4473684210526316
1849,Kelsterbach,2016,CDU,HE,47,11.0,0.23404255319148937
1850,Kelsterbach,2016,FDP,HE,18,7.0,0.3888888888888889
1851,Kelsterbach,2016,GRÜNE,HE,25,11.0,0.44
1852,Kelsterbach,2016,SPD,HE,50,17.0,0.34
1853,Kelsterbach,2021,CDU,HE,45,16.0,0.35555555555555557
1854,Kelsterbach,2021,FDP,HE,20,7.0,0.35
1855,Kelsterbach,2021,GRÜNE,HE,35,16.0,0.45714285714285713
1856,Kelsterbach,2021,SPD,HE,58,22.0,0.3793103448275862
1857,Kiedrich,2011,CDU,HE,16,5.0,0.3125
1858,Kiedrich,2011,GRÜNE,HE,16,7.0,0.4375
1859,Kiedrich,2011,SPD,HE,31,7.0,0.22580645161290322
1860,Kiedrich,2016,CDU,HE,29,10.0,0.3448275862068966
1861,Kiedrich,2016,FDP,HE,10,3.0,0.3
1862,Kiedrich,2016,GRÜNE,HE,14,6.0,0.42857142857142855
1863,Kiedrich,2016,SPD,HE,15,6.0,0.4
1864,Kiedrich,2021,CDU,HE,12,3.0,0.25
1865,Kiedrich,2021,SPD,HE,11,4.0,0.36363636363636365
1866,Kirchhain,2011,CDU,HE,17,2.0,0.11764705882352941
1867,Kirchhain,2011,SPD,HE,13,5.0,0.38461538461538464
1868,Kirchhain,2016,CDU,HE,24,7.0,0.2916666666666667
1869,Kirchhain,2016,GRÜNE,HE,9,2.0,0.2222222222222222
1870,Kirchhain,2016,SPD,HE,15,3.0,0.2
1871,Kirchhain,2021,CDU,HE,24,7.0,0.2916666666666667
1872,Kirchhain,2021,GRÜNE,HE,13,6.0,0.46153846153846156
1873,Kirchhain,2021,SPD,HE,36,16.0,0.4444444444444444
1874,Kirchheim,2011,CDU,HE,27,9.0,0.3333333333333333
1875,Kirchheim,2011,SPD,HE,26,9.0,0.34615384615384615
1876,Kirchheim,2016,CDU,HE,36,15.0,0.4166666666666667
1877,Kirchheim,2016,FDP,HE,13,5.0,0.38461538461538464
1878,Kirchheim,2016,SPD,HE,34,10.0,0.29411764705882354
1879,Kirchheim,2021,FDP,HE,3,1.0,0.3333333333333333
1880,Kirchheim,2021,SPD,HE,26,6.0,0.23076923076923078
1881,Kirtorf,2011,CDU,HE,16,5.0,0.3125
1882,Kirtorf,2011,FDP,HE,19,6.0,0.3157894736842105
1883,Kirtorf,2011,GRÜNE,HE,13,5.0,0.38461538461538464
1884,Kirtorf,2011,SPD,HE,26,8.0,0.3076923076923077
1885,Kirtorf,2016,CDU,HE,40,9.0,0.225
1886,Kirtorf,2016,FDP,HE,14,4.0,0.2857142857142857
1887,Kirtorf,2016,SPD,HE,39,9.0,0.23076923076923078
1888,Kirtorf,2021,CDU,HE,41,13.0,0.3170731707317073
1889,Kirtorf,2021,FDP,HE,17,1.0,0.058823529411764705
1890,Kirtorf,2021,GRÜNE,HE,17,8.0,0.47058823529411764
1891,Kirtorf,2021,SPD,HE,37,10.0,0.2702702702702703
1892,Knüllwald,2011,CDU,HE,11,2.0,0.18181818181818182
1893,Knüllwald,2011,SPD,HE,24,2.0,0.08333333333333333
1894,Knüllwald,2016,CDU,HE,24,8.0,0.3333333333333333
1895,Knüllwald,2016,SPD,HE,18,5.0,0.2777777777777778
1896,Knüllwald,2021,CDU,HE,16,5.0,0.3125
1897,Knüllwald,2021,SPD,HE,17,4.0,0.23529411764705882
1898,Korbach,2016,CDU,HE,25,3.0,0.12
1899,Korbach,2016,FDP,HE,12,4.0,0.3333333333333333
1900,Korbach,2016,GRÜNE,HE,11,4.0,0.36363636363636365
1901,Korbach,2016,SPD,HE,19,3.0,0.15789473684210525
1902,Korbach,2021,CDU,HE,20,7.0,0.35
1903,Korbach,2021,FDP,HE,20,2.0,0.1
1904,Korbach,2021,GRÜNE,HE,8,5.0,0.625
1905,Korbach,2021,SPD,HE,12,4.0,0.3333333333333333
1906,Kriftel,2011,CDU,HE,36,11.0,0.3055555555555556
1907,Kriftel,2011,FDP,HE,14,4.0,0.2857142857142857
1908,Kriftel,2011,GRÜNE,HE,17,8.0,0.47058823529411764
1909,Kriftel,2011,SPD,HE,38,9.0,0.23684210526315788
1910,Kriftel,2016,CDU,HE,34,14.0,0.4117647058823529
1911,Kriftel,2016,FDP,HE,11,2.0,0.18181818181818182
1912,Kriftel,2016,GRÜNE,HE,14,6.0,0.42857142857142855
1913,Kriftel,2016,SPD,HE,33,16.0,0.48484848484848486
1914,Kriftel,2021,CDU,HE,34,13.0,0.38235294117647056
1915,Kriftel,2021,FDP,HE,13,2.0,0.15384615384615385
1916,Kriftel,2021,GRÜNE,HE,11,6.0,0.5454545454545454
1917,Kriftel,2021,SPD,HE,30,12.0,0.4
1918,Kronberg im Taunus,2011,CDU,HE,34,5.0,0.14705882352941177
1919,Kronberg im Taunus,2011,FDP,HE,20,9.0,0.45
1920,Kronberg im Taunus,2011,GRÜNE,HE,12,6.0,0.5
1921,Kronberg im Taunus,2011,SPD,HE,14,4.0,0.2857142857142857
1922,Kronberg im Taunus,2016,CDU,HE,42,12.0,0.2857142857142857
1923,Kronberg im Taunus,2016,FDP,HE,7,2.0,0.2857142857142857
1924,Kronberg im Taunus,2016,GRÜNE,HE,12,7.0,0.5833333333333334
1925,Kronberg im Taunus,2016,SPD,HE,26,8.0,0.3076923076923077
1926,Kronberg im Taunus,2021,CDU,HE,42,13.0,0.30952380952380953
1927,Kronberg im Taunus,2021,FDP,HE,10,4.0,0.4
1928,Kronberg im Taunus,2021,GRÜNE,HE,15,7.0,0.4666666666666667
1929,Kronberg im Taunus,2021,SPD,HE,32,10.0,0.3125
1930,Königstein im Taunus,2011,CDU,HE,46,11.0,0.2391304347826087
1931,Königstein im Taunus,2011,FDP,HE,36,11.0,0.3055555555555556
1932,Königstein im Taunus,2011,GRÜNE,HE,40,13.0,0.325
1933,Königstein im Taunus,2011,SPD,HE,48,17.0,0.3541666666666667
1934,Königstein im Taunus,2016,CDU,HE,39,15.0,0.38461538461538464
1935,Königstein im Taunus,2016,FDP,HE,28,9.0,0.32142857142857145
1936,Königstein im Taunus,2016,GRÜNE,HE,18,8.0,0.4444444444444444
1937,Königstein im Taunus,2016,SPD,HE,39,13.0,0.3333333333333333
1938,Königstein im Taunus,2021,CDU,HE,37,15.0,0.40540540540540543
1939,Königstein im Taunus,2021,FDP,HE,29,11.0,0.3793103448275862
1940,Königstein im Taunus,2021,GRÜNE,HE,16,8.0,0.5
1941,Königstein im Taunus,2021,SPD,HE,36,10.0,0.2777777777777778
1942,Körle,2011,CDU,HE,36,10.0,0.2777777777777778
1943,Körle,2011,FDP,HE,15,3.0,0.2
1944,Körle,2011,GRÜNE,HE,23,9.0,0.391304347826087
1945,Körle,2011,SPD,HE,25,7.0,0.28
1946,Körle,2016,CDU,HE,14,4.0,0.2857142857142857
1947,Körle,2016,SPD,HE,17,4.0,0.23529411764705882
1948,Körle,2021,CDU,HE,13,3.0,0.23076923076923078
1949,Körle,2021,FDP,HE,9,3.0,0.3333333333333333
1950,Körle,2021,SPD,HE,24,5.0,0.20833333333333334
1951,Künzell,2011,CDU,HE,33,10.0,0.30303030303030304
1952,Künzell,2011,GRÜNE,HE,5,4.0,0.8
1953,Künzell,2011,SPD,HE,32,4.0,0.125
1954,Künzell,2016,CDU,HE,25,5.0,0.2
1955,Künzell,2016,FDP,HE,10,5.0,0.5
1956,Künzell,2016,SPD,HE,26,6.0,0.23076923076923078
1957,Künzell,2021,AfD,HE,12,4.0,0.3333333333333333
1958,Künzell,2021,CDU,HE,44,13.0,0.29545454545454547
1959,Künzell,2021,GRÜNE,HE,18,9.0,0.5
1960,Künzell,2021,SPD,HE,18,7.0,0.3888888888888889
1961,Lahnau,2011,CDU,HE,29,6.0,0.20689655172413793
1962,Lahnau,2011,SPD,HE,26,5.0,0.19230769230769232
1963,Lahnau,2016,CDU,HE,28,9.0,0.32142857142857145
1964,Lahnau,2016,FDP,HE,12,2.0,0.16666666666666666
1965,Lahnau,2016,GRÜNE,HE,17,7.0,0.4117647058823529
1966,Lahnau,2016,SPD,HE,41,12.0,0.2926829268292683
1967,Lahnau,2021,CDU,HE,27,8.0,0.2962962962962963
1968,Lahnau,2021,GRÜNE,HE,15,5.0,0.3333333333333333
1969,Lahnau,2021,SPD,HE,20,5.0,0.25
1970,Lahntal,2011,CDU,HE,30,8.0,0.26666666666666666
1971,Lahntal,2011,FDP,HE,9,3.0,0.3333333333333333
1972,Lahntal,2011,SPD,HE,24,2.0,0.08333333333333333
1973,Lahntal,2016,CDU,HE,39,11.0,0.28205128205128205
1974,Lahntal,2016,FDP,HE,23,5.0,0.21739130434782608
1975,Lahntal,2016,GRÜNE,HE,19,7.0,0.3684210526315789
1976,Lahntal,2016,SPD,HE,40,11.0,0.275
1977,Lahntal,2021,CDU,HE,26,6.0,0.23076923076923078
1978,Lahntal,2021,GRÜNE,HE,16,6.0,0.375
1979,Lahntal,2021,SPD,HE,19,9.0,0.47368421052631576
1980,Lampertheim,2011,CDU,HE,42,19.0,0.4523809523809524
1981,Lampertheim,2011,FDP,HE,14,4.0,0.2857142857142857
1982,Lampertheim,2011,GRÜNE,HE,17,8.0,0.47058823529411764
1983,Lampertheim,2011,SPD,HE,32,11.0,0.34375
1984,Lampertheim,2016,CDU,HE,32,9.0,0.28125
1985,Lampertheim,2016,SPD,HE,35,11.0,0.3142857142857143
1986,Lampertheim,2021,CDU,HE,27,5.0,0.18518518518518517
1987,Lampertheim,2021,GRÜNE,HE,22,10.0,0.45454545454545453
1988,Lampertheim,2021,SPD,HE,30,13.0,0.43333333333333335
1989,Langen (Hessen),2011,CDU,HE,32,11.0,0.34375
1990,Langen (Hessen),2011,GRÜNE,HE,17,7.0,0.4117647058823529
1991,Langen (Hessen),2011,SPD,HE,34,8.0,0.23529411764705882
1992,Langen (Hessen),2016,AfD,HE,17,5.0,0.29411764705882354
1993,Langen (Hessen),2016,CDU,HE,51,19.0,0.37254901960784315
1994,Langen (Hessen),2016,FDP,HE,22,8.0,0.36363636363636365
1995,Langen (Hessen),2016,GRÜNE,HE,26,11.0,0.4230769230769231
1996,Langen (Hessen),2016,SPD,HE,44,17.0,0.38636363636363635
1997,Langen (Hessen),2021,CDU,HE,15,3.0,0.2
1998,Langen (Hessen),2021,FDP,HE,11,5.0,0.45454545454545453
1999,Langen (Hessen),2021,GRÜNE,HE,15,7.0,0.4666666666666667
2000,Langen (Hessen),2021,SPD,HE,32,10.0,0.3125
2001,Langenselbold,2011,CDU,HE,19,7.0,0.3684210526315789
2002,Langenselbold,2011,GRÜNE,HE,3,1.0,0.3333333333333333
2003,Langenselbold,2011,SPD,HE,18,3.0,0.16666666666666666
2004,Langenselbold,2016,CDU,HE,24,5.0,0.20833333333333334
2005,Langenselbold,2016,GRÜNE,HE,12,3.0,0.25
2006,Langenselbold,2016,SPD,HE,29,8.0,0.27586206896551724
2007,Langenselbold,2021,AfD,HE,10,1.0,0.1
2008,Langenselbold,2021,CDU,HE,25,5.0,0.2
2009,Langenselbold,2021,GRÜNE,HE,16,8.0,0.5
2010,Langenselbold,2021,SPD,HE,28,8.0,0.2857142857142857
2011,Langgöns,2011,CDU,HE,34,10.0,0.29411764705882354
2012,Langgöns,2011,SPD,HE,39,10.0,0.2564102564102564
2013,Langgöns,2016,CDU,HE,16,2.0,0.125
2014,Langgöns,2016,GRÜNE,HE,10,4.0,0.4
2015,Langgöns,2016,SPD,HE,17,2.0,0.11764705882352941
2016,Langgöns,2021,CDU,HE,25,11.0,0.44
2017,Langgöns,2021,FDP,HE,14,5.0,0.35714285714285715
2018,Langgöns,2021,GRÜNE,HE,21,11.0,0.5238095238095238
2019,Langgöns,2021,SPD,HE,27,10.0,0.37037037037037035
2020,Laubach,2011,CDU,HE,24,3.0,0.125
2021,Laubach,2011,FDP,HE,26,4.0,0.15384615384615385
2022,Laubach,2011,SPD,HE,28,7.0,0.25
2023,Laubach,2016,CDU,HE,22,5.0,0.22727272727272727
2024,Laubach,2016,GRÜNE,HE,14,1.0,0.07142857142857142
2025,Laubach,2016,SPD,HE,34,8.0,0.23529411764705882
2026,Laubach,2021,CDU,HE,39,14.0,0.358974358974359
2027,Laubach,2021,FDP,HE,33,12.0,0.36363636363636365
2028,Laubach,2021,GRÜNE,HE,25,10.0,0.4
2029,Laubach,2021,SPD,HE,38,17.0,0.4473684210526316
2030,Lauterbach (Hessen),2011,CDU,HE,31,2.0,0.06451612903225806
2031,Lauterbach (Hessen),2011,SPD,HE,18,6.0,0.3333333333333333
2032,Lauterbach (Hessen),2016,SPD,HE,17,4.0,0.23529411764705882
2033,Lauterbach (Hessen),2021,CDU,HE,13,3.0,0.23076923076923078
2034,Lauterbach (Hessen),2021,SPD,HE,18,5.0,0.2777777777777778
2035,Lautertal (Odenwald),2011,CDU,HE,36,9.0,0.25
2036,Lautertal (Odenwald),2011,FDP,HE,11,,
2037,Lautertal (Odenwald),2011,GRÜNE,HE,20,8.0,0.4
2038,Lautertal (Odenwald),2011,SPD,HE,32,7.0,0.21875
2039,Lautertal (Odenwald),2016,FDP,HE,14,7.0,0.5
2040,Lautertal (Odenwald),2016,GRÜNE,HE,12,5.0,0.4166666666666667
2041,Lautertal (Odenwald),2016,CDU,HE,35,5.0,0.14285714285714285
2042,Lautertal (Odenwald),2016,SPD,HE,34,7.0,0.20588235294117646
2043,Lautertal (Odenwald),2021,CDU,HE,13,5.0,0.38461538461538464
2044,Lautertal (Odenwald),2021,FDP,HE,17,8.0,0.47058823529411764
2045,Lautertal (Odenwald),2021,GRÜNE,HE,13,6.0,0.46153846153846156
2046,Lautertal (Odenwald),2021,SPD,HE,33,6.0,0.18181818181818182
2047,Lautertal (Vogelsberg),2011,CDU,HE,22,3.0,0.13636363636363635
2048,Lautertal (Vogelsberg),2016,SPD,HE,16,1.0,0.0625
2049,Lautertal (Vogelsberg),2021,CDU,HE,36,13.0,0.3611111111111111
2050,Lautertal (Vogelsberg),2021,GRÜNE,HE,17,9.0,0.5294117647058824
2051,Lautertal (Vogelsberg),2021,SPD,HE,25,4.0,0.16
2052,Leun,2011,CDU,HE,24,6.0,0.25
2053,Leun,2011,GRÜNE,HE,8,1.0,0.125
2054,Leun,2011,SPD,HE,24,5.0,0.20833333333333334
2055,Leun,2016,CDU,HE,21,3.0,0.14285714285714285
2056,Leun,2016,GRÜNE,HE,10,3.0,0.3
2057,Leun,2016,SPD,HE,19,7.0,0.3684210526315789
2058,Leun,2021,CDU,HE,17,4.0,0.23529411764705882
2059,Leun,2021,FDP,HE,11,4.0,0.36363636363636365
2060,Leun,2021,GRÜNE,HE,9,3.0,0.3333333333333333
2061,Leun,2021,SPD,HE,25,8.0,0.32
2062,Lich,2011,CDU,HE,44,15.0,0.3409090909090909
2063,Lich,2011,FDP,HE,25,9.0,0.36
2064,Lich,2011,SPD,HE,28,6.0,0.21428571428571427
2065,Lich,2016,CDU,HE,19,5.0,0.2631578947368421
2066,Lich,2016,SPD,HE,30,4.0,0.13333333333333333
2067,Lich,2021,AfD,HE,4,,
2068,Lich,2021,CDU,HE,41,17.0,0.4146341463414634
2069,Lich,2021,FDP,HE,16,6.0,0.375
2070,Lich,2021,GRÜNE,HE,20,8.0,0.4
2071,Lich,2021,SPD,HE,29,7.0,0.2413793103448276
2072,Lichtenfels,2016,CDU,HE,16,3.0,0.1875
2073,Lichtenfels,2016,SPD,HE,17,6.0,0.35294117647058826
2074,Lichtenfels,2021,CDU,HE,16,4.0,0.25
2075,Lichtenfels,2021,FDP,HE,15,3.0,0.2
2076,Liebenau,2011,CDU,HE,15,3.0,0.2
2077,Liebenau,2011,GRÜNE,HE,7,2.0,0.2857142857142857
2078,Liebenau,2011,SPD,HE,18,5.0,0.2777777777777778
2079,Liebenau,2016,SPD,HE,24,8.0,0.3333333333333333
2080,Liebenau,2021,AfD,HE,7,2.0,0.2857142857142857
2081,Liebenau,2021,CDU,HE,23,10.0,0.43478260869565216
2082,Liebenau,2021,GRÜNE,HE,17,8.0,0.47058823529411764
2083,Liebenau,2021,SPD,HE,42,14.0,0.3333333333333333
2084,Liederbach am Taunus,2016,CDU,HE,45,19.0,0.4222222222222222
2085,Liederbach am Taunus,2016,FDP,HE,18,6.0,0.3333333333333333
2086,Liederbach am Taunus,2016,GRÜNE,HE,22,10.0,0.45454545454545453
2087,Liederbach am Taunus,2016,SPD,HE,40,18.0,0.45
2088,Liederbach am Taunus,2021,CDU,HE,46,19.0,0.41304347826086957
2089,Liederbach am Taunus,2021,FDP,HE,18,7.0,0.3888888888888889
2090,Liederbach am Taunus,2021,GRÜNE,HE,29,15.0,0.5172413793103449
2091,Liederbach am Taunus,2021,SPD,HE,41,20.0,0.4878048780487805
2092,Limeshain,2011,CDU,HE,67,25.0,0.373134328358209
2093,Limeshain,2011,FDP,HE,45,10.0,0.2222222222222222
2094,Limeshain,2011,GRÜNE,HE,52,17.0,0.3269230769230769
2095,Limeshain,2011,SPD,HE,66,26.0,0.3939393939393939
2096,Limeshain,2016,CDU,HE,37,11.0,0.2972972972972973
2097,Limeshain,2016,SPD,HE,36,12.0,0.3333333333333333
2098,Limeshain,2021,CDU,HE,23,3.0,0.13043478260869565
2099,Limeshain,2021,SPD,HE,26,4.0,0.15384615384615385
2100,Linden,2011,CDU,HE,31,11.0,0.3548387096774194
2101,Linden,2011,FDP,HE,15,2.0,0.13333333333333333
2102,Linden,2011,GRÜNE,HE,15,6.0,0.4
2103,Linden,2011,SPD,HE,35,7.0,0.2
2104,Linden,2016,CDU,HE,37,10.0,0.2702702702702703
2105,Linden,2016,FDP,HE,11,1.0,0.09090909090909091
2106,Linden,2016,GRÜNE,HE,16,4.0,0.25
2107,Linden,2016,SPD,HE,36,5.0,0.1388888888888889
2108,Linden,2021,CDU,HE,26,9.0,0.34615384615384615
2109,Linden,2021,FDP,HE,15,7.0,0.4666666666666667
2110,Linden,2021,GRÜNE,HE,28,13.0,0.4642857142857143
2111,Linden,2021,SPD,HE,33,6.0,0.18181818181818182
2112,Lindenfels,2011,CDU,HE,13,3.0,0.23076923076923078
2113,Lindenfels,2011,GRÜNE,HE,15,8.0,0.5333333333333333
2114,Lindenfels,2011,SPD,HE,20,6.0,0.3
2115,Lindenfels,2016,CDU,HE,42,19.0,0.4523809523809524
2116,Lindenfels,2016,FDP,HE,13,3.0,0.23076923076923078
2117,Lindenfels,2016,GRÜNE,HE,15,7.0,0.4666666666666667
2118,Lindenfels,2016,SPD,HE,32,12.0,0.375
2119,Lindenfels,2021,CDU,HE,43,18.0,0.4186046511627907
2120,Lindenfels,2021,FDP,HE,15,6.0,0.4
2121,Lindenfels,2021,GRÜNE,HE,23,13.0,0.5652173913043478
2122,Lindenfels,2021,SPD,HE,32,13.0,0.40625
2123,Linsengericht,2011,CDU,HE,40,11.0,0.275
2124,Linsengericht,2011,FDP,HE,14,2.0,0.14285714285714285
2125,Linsengericht,2011,GRÜNE,HE,14,6.0,0.42857142857142855
2126,Linsengericht,2011,SPD,HE,35,5.0,0.14285714285714285
2127,Linsengericht,2016,CDU,HE,49,16.0,0.32653061224489793
2128,Linsengericht,2016,FDP,HE,19,7.0,0.3684210526315789
2129,Linsengericht,2016,GRÜNE,HE,21,10.0,0.47619047619047616
2130,Linsengericht,2016,SPD,HE,40,12.0,0.3
2131,Linsengericht,2021,AfD,HE,11,2.0,0.18181818181818182
2132,Linsengericht,2021,CDU,HE,31,8.0,0.25806451612903225
2133,Linsengericht,2021,FDP,HE,34,13.0,0.38235294117647056
2134,Linsengericht,2021,GRÜNE,HE,26,13.0,0.5
2135,Linsengericht,2021,SPD,HE,36,14.0,0.3888888888888889
2136,Lohfelden,2011,CDU,HE,20,6.0,0.3
2137,Lohfelden,2011,FDP,HE,6,2.0,0.3333333333333333
2138,Lohfelden,2011,GRÜNE,HE,6,3.0,0.5
2139,Lohfelden,2011,SPD,HE,24,7.0,0.2916666666666667
2140,Lohfelden,2016,CDU,HE,27,11.0,0.4074074074074074
2141,Lohfelden,2016,SPD,HE,26,8.0,0.3076923076923077
2142,Lohfelden,2021,CDU,HE,35,9.0,0.2571428571428571
2143,Lohfelden,2021,SPD,HE,33,10.0,0.30303030303030304
2144,Lohra,2016,CDU,HE,15,4.0,0.26666666666666666
2145,Lohra,2016,SPD,HE,24,8.0,0.3333333333333333
2146,Lohra,2021,AfD,HE,12,3.0,0.25
2147,Lohra,2021,CDU,HE,68,26.0,0.38235294117647056
2148,Lohra,2021,FDP,HE,53,20.0,0.37735849056603776
2149,Lohra,2021,GRÜNE,HE,66,35.0,0.5303030303030303
2150,Lohra,2021,SPD,HE,66,32.0,0.48484848484848486
2151,Lollar,2011,CDU,HE,26,4.0,0.15384615384615385
2152,Lollar,2011,GRÜNE,HE,13,7.0,0.5384615384615384
2153,Lollar,2011,SPD,HE,25,4.0,0.16
2154,Lollar,2016,CDU,HE,25,8.0,0.32
2155,Lollar,2016,GRÜNE,HE,13,5.0,0.38461538461538464
2156,Lollar,2016,SPD,HE,34,10.0,0.29411764705882354
2157,Lollar,2021,CDU,HE,39,8.0,0.20512820512820512
2158,Lollar,2021,FDP,HE,15,3.0,0.2
2159,Lollar,2021,GRÜNE,HE,17,6.0,0.35294117647058826
2160,Lollar,2021,SPD,HE,40,8.0,0.2
2161,Lorch,2011,CDU,HE,51,13.0,0.2549019607843137
2162,Lorch,2011,FDP,HE,23,8.0,0.34782608695652173
2163,Lorch,2011,GRÜNE,HE,20,5.0,0.25
2164,Lorch,2011,SPD,HE,49,14.0,0.2857142857142857
2165,Lorch,2016,CDU,HE,49,17.0,0.3469387755102041
2166,Lorch,2016,FDP,HE,17,2.0,0.11764705882352941
2167,Lorch,2016,GRÜNE,HE,22,7.0,0.3181818181818182
2168,Lorch,2016,SPD,HE,49,15.0,0.30612244897959184
2169,Lorch,2021,CDU,HE,42,11.0,0.2619047619047619
2170,Lorch,2021,FDP,HE,18,6.0,0.3333333333333333
2171,Lorch,2021,GRÜNE,HE,29,10.0,0.3448275862068966
2172,Lorch,2021,SPD,HE,41,18.0,0.43902439024390244
2173,Lorsch,2011,CDU,HE,28,8.0,0.2857142857142857
2174,Lorsch,2011,FDP,HE,12,5.0,0.4166666666666667
2175,Lorsch,2011,GRÜNE,HE,12,6.0,0.5
2176,Lorsch,2011,SPD,HE,29,8.0,0.27586206896551724
2177,Lorsch,2016,CDU,HE,36,10.0,0.2777777777777778
2178,Lorsch,2016,FDP,HE,11,,
2179,Lorsch,2016,GRÜNE,HE,11,4.0,0.36363636363636365
2180,Lorsch,2016,SPD,HE,34,7.0,0.20588235294117646
2181,Lorsch,2021,CDU,HE,35,10.0,0.2857142857142857
2182,Lorsch,2021,FDP,HE,12,2.0,0.16666666666666666
2183,Lorsch,2021,GRÜNE,HE,19,8.0,0.42105263157894735
2184,Lorsch,2021,SPD,HE,12,2.0,0.16666666666666666
2185,Ludwigsau,2011,CDU,HE,40,9.0,0.225
2186,Ludwigsau,2011,FDP,HE,16,4.0,0.25
2187,Ludwigsau,2011,SPD,HE,38,10.0,0.2631578947368421
2188,Ludwigsau,2016,SPD,HE,23,5.0,0.21739130434782608
2189,Ludwigsau,2021,CDU,HE,18,7.0,0.3888888888888889
2190,Ludwigsau,2021,SPD,HE,15,5.0,0.3333333333333333
2191,Löhnberg,2011,CDU,HE,41,9.0,0.21951219512195122
2192,Löhnberg,2011,GRÜNE,HE,19,7.0,0.3684210526315789
2193,Löhnberg,2011,SPD,HE,42,9.0,0.21428571428571427
2194,Löhnberg,2016,CDU,HE,32,8.0,0.25
2195,Löhnberg,2016,SPD,HE,21,4.0,0.19047619047619047
2196,Löhnberg,2021,CDU,HE,27,4.0,0.14814814814814814
2197,Löhnberg,2021,SPD,HE,22,5.0,0.22727272727272727
2198,Lützelbach,2011,CDU,HE,51,20.0,0.39215686274509803
2199,Lützelbach,2011,FDP,HE,21,9.0,0.42857142857142855
2200,Lützelbach,2011,GRÜNE,HE,20,10.0,0.5
2201,Lützelbach,2011,SPD,HE,33,11.0,0.3333333333333333
2202,Lützelbach,2021,CDU,HE,29,9.0,0.3103448275862069
2203,Lützelbach,2021,FDP,HE,19,7.0,0.3684210526315789
2204,Lützelbach,2021,GRÜNE,HE,21,9.0,0.42857142857142855
2205,Lützelbach,2021,SPD,HE,39,15.0,0.38461538461538464
2206,Mainhausen,2011,CDU,HE,40,11.0,0.275
2207,Mainhausen,2011,FDP,HE,17,6.0,0.35294117647058826
2208,Mainhausen,2011,GRÜNE,HE,18,9.0,0.5
2209,Mainhausen,2011,SPD,HE,39,6.0,0.15384615384615385
2210,Mainhausen,2016,CDU,HE,42,16.0,0.38095238095238093
2211,Mainhausen,2016,FDP,HE,12,5.0,0.4166666666666667
2212,Mainhausen,2016,GRÜNE,HE,20,10.0,0.5
2213,Mainhausen,2016,SPD,HE,40,19.0,0.475
2214,Mainhausen,2021,AfD,HE,7,2.0,0.2857142857142857
2215,Mainhausen,2021,CDU,HE,51,16.0,0.3137254901960784
2216,Mainhausen,2021,FDP,HE,18,7.0,0.3888888888888889
2217,Mainhausen,2021,GRÜNE,HE,35,13.0,0.37142857142857144
2218,Mainhausen,2021,SPD,HE,49,19.0,0.3877551020408163
2219,Maintal,2011,CDU,HE,33,6.0,0.18181818181818182
2220,Maintal,2011,SPD,HE,35,8.0,0.22857142857142856
2221,Maintal,2016,CDU,HE,25,6.0,0.24
2222,Maintal,2016,GRÜNE,HE,10,3.0,0.3
2223,Maintal,2016,SPD,HE,26,10.0,0.38461538461538464
2224,Maintal,2021,CDU,HE,18,5.0,0.2777777777777778
2225,Maintal,2021,GRÜNE,HE,24,11.0,0.4583333333333333
2226,Maintal,2021,SPD,HE,25,11.0,0.44
2227,Malsfeld,2011,CDU,HE,23,5.0,0.21739130434782608
2228,Malsfeld,2011,SPD,HE,24,7.0,0.2916666666666667
